Entry: type = H; first = Symbols; second = ; third = 
Entry: type = C; first = reshaping; second = ; third = 
Entry: type = C; first = slicing; second = of; third = 
Entry: type = C; first = structure; second = ; third = 
Entry: type = C; first = transpose; second = of; third = 
Entry: type = N; first = assignment; second = operator; third = =
Entry: type = N; first = au; second = files; third = 
Entry: type = N; first = audioread(...); second = ...; third = 
Entry: type = N; first = auxiliary; second = functions; third = 
Entry: type = N; first = axis(...); second = ...; third = 
Entry: type = H; first = B; second = ; third = 
Entry: type = N; first = bar(...); second = ...; third = 
Entry: type = N; first = bar3(...); second = ...; third = 
Entry: type = N; first = barh(...); second = ...; third = 
Entry: type = N; first = barh3(...); second = ...; third = 
Entry: type = N; first = before(...); second = ...; third = 
Entry: type = N; first = behavioral; second = abstraction; third = 
Entry: type = N; first = BFS; second = ; third = 
Entry: type = N; first = Big; second = O; third = algebra
Entry: type = N; first = binary; second = files; third = 
Entry: type = N; first = binary; second = search; third = 
Entry: type = N; first = bits; second = ; third = 
Entry: type = N; first = black; second = box; third = view,
Entry: type = N; first = bodies; second = of; third = rotation
Entry: type = C; first = continuous; second = functions; third = 
Entry: type = C; first = discrete; second = functions; third = 
Entry: type = N; first = boolean; second = value; third = 
Entry: type = N; first = Breadth-First; second = Search; third = 
Entry: type = N; first = break; second = points; third = 
Entry: type = N; first = break; second = statement; third = 
Entry: type = N; first = bubble; second = sort; third = 
Entry: type = N; first = building; second = ; third = 
Entry: type = H; first = C; second = ; third = 
Entry: type = N; first = case; second = keyword; third = 
Entry: type = N; first = casting; second = ; third = 
Entry: type = N; first = catch; second = keyword; third = 
Entry: type = N; first = CAToString(...); second = ...; third = 
Entry: type = N; first = ceil(...); second = ...; third = 
Entry: type = N; first = cell; second = arrays; third = 
Entry: type = C; first = using; second = ; third = 
Entry: type = N; first = central; second = difference; third = 
Entry: type = N; first = char(...); second = ...; third = 
Entry: type = N; first = character; second = generators; third = 
Entry: type = N; first = character; second = mapping; third = 
Entry: type = N; first = character; second = strings; third = 
Entry: type = C; first = conversion; second = from; third = numbers
Entry: type = C; first = conversion; second = to; third = numbers
Entry: type = C; first = format; second = control; third = strings
Entry: type = C; first = logical; second = operation; third = on
Entry: type = C; first = mapping; second = ; third = 
Entry: type = C; first = as; second = numerical; third = values
Entry: type = C; first = operations; second = ; third = 
Entry: type = C; first = slicing; second = of; third = 
Entry: type = C; first = and; second = token; third = 
Entry: type = N; first = class(...); second = ...; third = 
Entry: type = N; first = classes; second = ; third = 
Entry: type = N; first = clc; second = command; third = 
Entry: type = N; first = clear; second = command; third = 
Entry: type = N; first = clf; second = command; third = 
Entry: type = N; first = close; second = all; third = command
Entry: type = N; first = code; second = blocks; third = 
Entry: type = N; first = collection; second = operations; third = 
Entry: type = C; first = building; second = ; third = 
Entry: type = C; first = filtering; second = ; third = 
Entry: type = C; first = inserting; second = ; third = 
Entry: type = C; first = mapping; second = ; third = 
Entry: type = C; first = searching; second = ; third = 
Entry: type = C; first = sorting; second = ; third = 
Entry: type = C; first = summarizing; second = ; third = 
Entry: type = C; first = traversing; second = ; third = 
Entry: type = N; first = colon; second = operator; third = :
Entry: type = N; first = color; second = mapped; third = images
Entry: type = N; first = color; second = masking; third = 
Entry: type = N; first = colormap(...); second = ...; third = function
Entry: type = N; first = column; second = vector; third = 
Entry: type = N; first = Command; second = History; third = window
Entry: type = N; first = Command; second = window; third = 
Entry: type = N; first = comments; second = ; third = 
Entry: type = N; first = compile-time; second = errors; third = 
Entry: type = N; first = compilers; second = ; third = 
Entry: type = N; first = compound; second = surfaces,; third = assembling
Entry: type = C; first = internal; second = details; third = 
Entry: type = C; first = internal; second = organization; third = of
Entry: type = N; first = computer; second = architectures,; third = history
Entry: type = N; first = computer; second = languages; third = 
Entry: type = N; first = concatenation; second = of; third = arrays
Entry: type = N; first = continue; second = statement; third = 
Entry: type = N; first = contour(...); second = ...; third = 
Entry: type = N; first = cross(...); second = ...; third = 
Entry: type = N; first = csvread(...); second = ...; third = 
Entry: type = N; first = csvwrite(...); second = ...; third = 
Entry: type = N; first = cubic; second = spline; third = interpolation
Entry: type = N; first = cumsum(...); second = ...; third = 
Entry: type = N; first = cumtrapz(...); second = ...; third = 
Entry: type = N; first = Current; second = Directory; third = window
Entry: type = N; first = curve; second = fitting; third = 
Entry: type = C; first = example; second = of; third = 
Entry: type = C; first = linear; second = regression; third = 
Entry: type = C; first = polynomial; second = regression; third = 
Entry: type = N; first = cycles,; second = graphs; third = 
Entry: type = N; first = cylinder,; second = construction; third = of
Entry: type = N; first = cylinder(...); second = ...; third = function
Entry: type = H; first = D; second = ; third = 
Entry: type = N; first = data; second = abstraction; third = 
Entry: type = N; first = data; second = typing; third = 
Entry: type = N; first = deal(...); second = ...; third = function
Entry: type = N; first = delimited; second = text; third = files
Entry: type = N; first = delimiter; second = ; third = 
Entry: type = N; first = dequeue(...); second = ...; third = function
Entry: type = N; first = derivative,; second = of; third = function
Entry: type = N; first = diag(...); second = ...; third = function
Entry: type = N; first = diagonal; second = array; third = 
Entry: type = N; first = diff(...); second = ...; third = function
Entry: type = N; first = differentiation; second = ; third = 
Entry: type = N; first = Dijkstra’s; second = algorithm; third = 
Entry: type = N; first = directional; second = edges; third = 
Entry: type = N; first = discrete; second = functions,; third = rotating
Entry: type = N; first = disp(...); second = ...; third = 
Entry: type = N; first = division; second = matrix; third = 
Entry: type = N; first = dlmread(...); second = ...; third = 
Entry: type = N; first = dlmwrite(...); second = ...; third = 
Entry: type = N; first = documentation; second = section; third = 
Entry: type = N; first = dot; second = notation; third = .
Entry: type = N; first = dot; second = operator; third = 
Entry: type = N; first = double(...); second = ...; third = 
Entry: type = H; first = E; second = ; third = 
Entry: type = N; first = edges,; second = graphs; third = 
Entry: type = N; first = Editor; second = window; third = 
Entry: type = N; first = element-wise; second = AND; third = &
Entry: type = N; first = element-wise; second = OR; third = |
Entry: type = N; first = elements; second = arrays; third = 
Entry: type = N; first = ellipses; second = ...; third = 
Entry: type = N; first = ellipsoid(...); second = ...; third = function
Entry: type = N; first = else; second = keyword; third = 
Entry: type = N; first = elseif; second = keyword; third = 
Entry: type = N; first = empty; second = vector; third = []
Entry: type = N; first = encapsulation; second = ; third = 
Entry: type = N; first = end; second = keyword; third = 
Entry: type = N; first = end; second = statement; third = 
Entry: type = N; first = engineering; second = examples; third = 
Entry: type = C; first = ceramic; second = composition; third = 
Entry: type = C; first = detecting; second = edges; third = 
Entry: type = C; first = electrical; second = circuit; third = analysis
Entry: type = C; first = encryption; second = ; third = 
Entry: type = C; first = forces; second = and; third = moments
Entry: type = C; first = geographic; second = data,; third = visualizing
Entry: type = C; first = geopolitical; second = data,; third = processing
Entry: type = C; first = graphs; second = ; third = 
Entry: type = C; first = liquid; second = levels,; third = computation
Entry: type = C; first = music; second = synthesizer; third = 
Entry: type = C; first = physical; second = structure,assembling; third = 
Entry: type = C; first = robot; second = arm; third = motion
Entry: type = C; first = soil; second = volume,; third = computation
Entry: type = C; first = solid; second = object; third = measurement
Entry: type = C; first = sorting; second = ; third = 
Entry: type = C; first = spacecraft; second = launch; third = 
Entry: type = C; first = spreadsheet; second = data; third = 
Entry: type = C; first = synthesizer; second = notes,; third = shaping
Entry: type = N; first = enqueue(...); second = ...; third = function
Entry: type = N; first = equal; second = to; third = ==
Entry: type = N; first = error(...); second = ...; third = 
Entry: type = N; first = Excel; second = spreadsheets; third = 
Entry: type = N; first = exceptions; second = ; third = 
Entry: type = C; first = generic; second = implementation; third = for
Entry: type = C; first = historical; second = approach; third = 
Entry: type = C; first = MATLAB; second = implementation; third = 
Entry: type = N; first = execution; second = errors; third = 
Entry: type = N; first = exponential; second = growth; third = O
Entry: type = N; first = extrapolation; second = ; third = 
Entry: type = N; first = eye(...); second = ...; third = 
Entry: type = H; first = F; second = ; third = 
Entry: type = N; first = fact(...); second = ; third = 
Entry: type = N; first = false; second = values; third = 
Entry: type = N; first = Fast; second = Fourier; third = Transform
Entry: type = C; first = implementation; second = ; third = 
Entry: type = C; first = overview; second = ; third = 
Entry: type = C; first = simple; second = spectral; third = analysis
Entry: type = N; first = fclose(...); second = ...; third = 
Entry: type = N; first = fft(...); second = ...; third = 
Entry: type = N; first = fgetl(...); second = ...; third = 
Entry: type = N; first = fgets(...); second = ...; third = 
Entry: type = N; first = fib(...); second = ...; third = 
Entry: type = N; first = Fibonacci; second = series; third = 
Entry: type = N; first = field; second = operator; third = 
Entry: type = N; first = fieldnames(...); second = ...; third = 
Entry: type = N; first = figure(...); second = ...; third = 
Entry: type = N; first = files; second = ; third = 
Entry: type = C; first = binary; second = ; third = 
Entry: type = C; first = delimited; second = text; third = 
Entry: type = C; first = opening/closing; second = ; third = 
Entry: type = C; first = reading/writing; second = ; third = 
Entry: type = N; first = fill(...); second = ...; third = 
Entry: type = N; first = filtering; second = operation; third = 
Entry: type = N; first = find(...); second = ...; third = 
Entry: type = N; first = fix(...); second = ...; third = 
Entry: type = N; first = floor(...); second = ...; third = 
Entry: type = N; first = flowcharts; second = ; third = 
Entry: type = N; first = folding; second = operation; third = 
Entry: type = N; first = fopen(...); second = ...; third = 
Entry: type = N; first = for; second = loop; third = 
Entry: type = C; first = breaking; second = out; third = of
Entry: type = C; first = example; second = of; third = 
Entry: type = C; first = indexing; second = implementation; third = using
Entry: type = C; first = MATLAB; second = implementation; third = 
Entry: type = C; first = structure; second = of; third = 
Entry: type = C; first = template; second = ; third = 
Entry: type = N; first = formal; second = parameters; third = 
Entry: type = N; first = format; second = control; third = strings
Entry: type = N; first = forward; second = difference; third = approximation
Entry: type = N; first = fprintf(...); second = ...; third = function
Entry: type = N; first = frame,; second = stack; third = 
Entry: type = N; first = frequency,; second = sound; third = 
Entry: type = N; first = function; second = name; third = section
Entry: type = N; first = functional; second = programming; third = 
Entry: type = N; first = function; second = ; third = 
Entry: type = C; first = acosd(...); second = ...; third = 
Entry: type = C; first = all(...); second = ...; third = 
Entry: type = C; first = alpha(...); second = ...; third = 
Entry: type = C; first = any(...); second = ...; third = 
Entry: type = C; first = auread(...); second = ...; third = 
Entry: type = C; first = auxiliary; second = local; third = 
Entry: type = C; first = axis(...); second = ...; third = 
Entry: type = C; first = bar(...); second = ...; third = 
Entry: type = C; first = bar3(...); second = ...; third = 
Entry: type = C; first = barh(...); second = ...; third = 
Entry: type = C; first = barh3(...); second = ...; third = 
Entry: type = C; first = before(...); second = ...; third = 
Entry: type = C; first = black; second = box; third = view
Entry: type = C; first = calling; second = ; third = 
Entry: type = C; first = CAToString(...); second = ...; third = 
Entry: type = C; first = ceil(...); second = ...; third = 
Entry: type = C; first = char(...); second = ...; third = 
Entry: type = C; first = class(...); second = ...; third = 
Entry: type = C; first = coef(...); second = ...; third = 
Entry: type = C; first = colormap(...); second = ...; third = 
Entry: type = C; first = contour(...); second = ...; third = 
Entry: type = C; first = cross(...); second = ...; third = 
Entry: type = C; first = csvread(...); second = ...; third = 
Entry: type = C; first = csvwrite(...); second = ...; third = 
Entry: type = C; first = cumsum(...); second = ...; third = 
Entry: type = C; first = cumtrapz(...); second = ...; third = 
Entry: type = C; first = cylinder(...); second = ...; third = 
Entry: type = C; first = deal(...); second = ...; third = 
Entry: type = C; first = definition; second = ; third = 
Entry: type = C; first = del2(...); second = ...; third = 
Entry: type = C; first = dequeue(...); second = ...; third = 
Entry: type = C; first = derivative; second = of; third = 
Entry: type = C; first = diag(...); second = ...; third = 
Entry: type = C; first = diff(...); second = ...; third = 
Entry: type = C; first = disp(...); second = ...; third = 
Entry: type = C; first = dlmread(...); second = ...; third = 
Entry: type = C; first = dlmwrite(...); second = ...; third = 
Entry: type = C; first = double(...); second = ...; third = 
Entry: type = C; first = ellipsoid(...); second = ...; third = 
Entry: type = C; first = encapsulation; second = in; third = 
Entry: type = C; first = enqueue(...); second = ...; third = 
Entry: type = C; first = error(...); second = ...; third = 
Entry: type = C; first = eye(...); second = ...; third = 
Entry: type = C; first = fact(...); second = ...; third = 
Entry: type = C; first = fclose(...); second = ...; third = 
Entry: type = C; first = fft(...); second = ...; third = 
Entry: type = C; first = fgetl(...); second = ...; third = 
Entry: type = C; first = fgets(...); second = ...; third = 
Entry: type = C; first = fib(...); second = ...; third = 
Entry: type = C; first = fieldnames(...); second = ...; third = 
Entry: type = C; first = figure(...); second = ...; third = 
Entry: type = C; first = fill(...); second = ...; third = 
Entry: type = C; first = find(...); second = ...; third = 
Entry: type = C; first = fix(...); second = ...; third = 
Entry: type = C; first = floor(...); second = ...; third = 
Entry: type = C; first = fopen(...); second = ...; third = 
Entry: type = C; first = fprintf(...); second = ...; third = 
Entry: type = C; first = from; second = ; third = 
Entry: type = C; first = getfield(...); second = ...; third = 
Entry: type = C; first = global; second = variables; third = 
Entry: type = C; first = gplot(...); second = ...; third = 
Entry: type = C; first = grAdjacency(...); second = ...; third = 
Entry: type = C; first = grid; second = off; third = ...
Entry: type = C; first = grid; second = on; third = ...
Entry: type = C; first = gt(...); second = ...; third = 
Entry: type = C; first = hist(...); second = ...; third = 
Entry: type = C; first = hold; second = off; third = ...
Entry: type = C; first = hold; second = on; third = ...
Entry: type = C; first = ifft(...); second = ...; third = 
Entry: type = C; first = image(...); second = ...; third = 
Entry: type = C; first = imread(...); second = ...; third = 
Entry: type = C; first = imshow(...); second = ...; third = 
Entry: type = C; first = imwrite(...); second = ...; third = 
Entry: type = C; first = input(...); second = ...; third = 
Entry: type = C; first = int2str(...); second = ...; third = 
Entry: type = C; first = integral; second = of; third = 
Entry: type = C; first = interp1(...); second = ...; third = 
Entry: type = C; first = interp2(...); second = ...; third = 
Entry: type = C; first = interp3(...); second = ...; third = 
Entry: type = C; first = inv(...); second = ...; third = 
Entry: type = C; first = is_before(...); second = ...; third = 
Entry: type = C; first = isa(...); second = ...; third = 
Entry: type = C; first = iscell(...); second = ...; third = 
Entry: type = C; first = ischar(...); second = ...; third = 
Entry: type = C; first = isempty(...); second = ...; third = 
Entry: type = C; first = isfield(...); second = ...; third = 
Entry: type = C; first = islogical(...); second = ...; third = 
Entry: type = C; first = isnumeric(...); second = ...; third = 
Entry: type = C; first = isPal(...); second = ...; third = 
Entry: type = C; first = isspace(...); second = ...; third = 
Entry: type = C; first = isstruct(...); second = ...; third = 
Entry: type = C; first = it(...); second = ...; third = 
Entry: type = C; first = largest(...); second = ...; third = 
Entry: type = C; first = lasterror(...); second = ...; third = 
Entry: type = C; first = legend(...); second = ...; third = 
Entry: type = C; first = length(...); second = ...; third = 
Entry: type = C; first = lightangle(...); second = ...; third = 
Entry: type = C; first = linspace(...); second = ...; third = 
Entry: type = C; first = load(...); second = ...; third = 
Entry: type = C; first = loglog(...); second = ...; third = 
Entry: type = C; first = magic(...); second = ...; third = 
Entry: type = C; first = max(...); second = ...; third = 
Entry: type = C; first = mean(...); second = ...; third = 
Entry: type = C; first = mesh(...); second = ...; third = 
Entry: type = C; first = meshc(...); second = ...; third = 
Entry: type = C; first = meshgrid(...); second = ...; third = 
Entry: type = C; first = meshz(...); second = ...; third = 
Entry: type = C; first = min(...); second = ...; third = 
Entry: type = C; first = nargin(...); second = ...; third = 
Entry: type = C; first = nargout(...); second = ...; third = 
Entry: type = C; first = num2str(...); second = ...; third = 
Entry: type = C; first = ones(...); second = ...; third = 
Entry: type = C; first = peek(...); second = ...; third = 
Entry: type = C; first = pie(...); second = ...; third = 
Entry: type = C; first = pie3(...); second = ...; third = 
Entry: type = C; first = plot(...); second = ...; third = 
Entry: type = C; first = plot3(...); second = ...; third = 
Entry: type = C; first = plotyy(...); second = ...; third = 
Entry: type = C; first = polar(...); second = ...; third = 
Entry: type = C; first = polyfit(...); second = ...; third = 
Entry: type = C; first = polyval(...); second = ...; third = 
Entry: type = C; first = rand(...); second = ...; third = 
Entry: type = C; first = randn(...); second = ...; third = 
Entry: type = C; first = read(...); second = ...; third = 
Entry: type = C; first = readcell(...); second = ...; third = 
Entry: type = C; first = readStruct(...); second = ...; third = 
Entry: type = C; first = reshape(...); second = ...; third = 
Entry: type = C; first = returning; second = multiple; third = results
Entry: type = C; first = rmfield(...); second = ...; third = 
Entry: type = C; first = rot90(...); second = ...; third = 
Entry: type = C; first = round(...); second = ...; third = 
Entry: type = C; first = save(...); second = ...; third = 
Entry: type = C; first = semilogx(...); second = ...; third = 
Entry: type = C; first = semilogy(...); second = ...; third = 
Entry: type = C; first = setfield(...); second = ...; third = 
Entry: type = C; first = shading(...); second = ...; third = 
Entry: type = C; first = size(...); second = ...; third = 
Entry: type = C; first = sort(...); second = ...; third = 
Entry: type = C; first = sound(...); second = ...; third = 
Entry: type = C; first = sphere(...); second = ...; third = 
Entry: type = C; first = spline(...); second = ...; third = 
Entry: type = C; first = sprintf(...); second = ...; third = 
Entry: type = C; first = sscanf(...); second = ...; third = 
Entry: type = C; first = storing/using; second = ; third = 
Entry: type = C; first = str2num(...); second = ...; third = 
Entry: type = C; first = strcmp(...); second = ...; third = 
Entry: type = C; first = strcmpi(...); second = ...; third = 
Entry: type = C; first = strtok(...); second = ...; third = 
Entry: type = C; first = struct(...); second = ...; third = 
Entry: type = C; first = structures; second = ; third = 
Entry: type = C; first = subplot(...); second = ...; third = 
Entry: type = C; first = sum(...); second = ...; third = 
Entry: type = C; first = surf(...); second = ...; third = 
Entry: type = C; first = surfc(...); second = ...; third = 
Entry: type = C; first = surfz(...); second = ...; third = 
Entry: type = C; first = text(...); second = ...; third = 
Entry: type = C; first = textscan(...); second = ...; third = 
Entry: type = C; first = title(...); second = ...; third = 
Entry: type = C; first = toString(...); second = ...; third = 
Entry: type = C; first = tril(...); second = ...; third = 
Entry: type = C; first = view(...); second = ...; third = 
Entry: type = C; first = waterfall(...); second = ...; third = 
Entry: type = C; first = wavread(...); second = ...; third = 
Entry: type = C; first = wavwrite(...); second = ...; third = 
Entry: type = C; first = writecell(...); second = ...; third = 
Entry: type = C; first = xlabel(...); second = ...; third = 
Entry: type = C; first = xlsread(...); second = ...; third = 
Entry: type = C; first = xlswrite(...); second = ...; third = 
Entry: type = C; first = ylabel(...); second = ...; third = 
Entry: type = C; first = zeros; second = of; third = 
Entry: type = C; first = zeros(...); second = ...; third = 
Entry: type = C; first = zlabel(...); second = ...; third = 
Entry: type = H; first = G; second = ; third = 
Entry: type = N; first = getfield(...); second = ...; third = 
Entry: type = N; first = global; second = keyword; third = 
Entry: type = N; first = Global; second = Scope; third = 
Entry: type = N; first = global; second = variables; third = 
Entry: type = N; first = gplot(...); second = ...; third = 
Entry: type = N; first = grAdjacency(...); second = ...; third = 
Entry: type = N; first = graphs; second = ; third = 
Entry: type = C; first = Breadth-First; second = Search; third = 
Entry: type = C; first = building; second = ; third = 
Entry: type = C; first = creating; second = ; third = 
Entry: type = C; first = cycles; second = ; third = 
Entry: type = C; first = defined; second = ; third = 
Entry: type = C; first = Dijkstra’s; second = algorithm; third = 
Entry: type = C; first = examples; second = ; third = 
Entry: type = C; first = nodes; second = ; third = 
Entry: type = C; first = paths; second = on; third = 
Entry: type = C; first = processing; second = ; third = 
Entry: type = C; first = short-circuit; second = evaluation; third = 
Entry: type = C; first = template; second = for; third = 
Entry: type = N; first = grid; second = on; third = ...
Entry: type = N; first = gt(...); second = ...; third = 
Entry: type = H; first = H; second = ; third = 
Entry: type = N; first = hardwiring; second = ; third = 
Entry: type = N; first = heap; second = ; third = 
Entry: type = N; first = help; second = command; third = 
Entry: type = N; first = helper; second = functions; third = 
Entry: type = N; first = heterogeneous; second = collections; third = 
Entry: type = N; first = high-level; second = I/O; third = functions
Entry: type = C; first = with; second = delimited; third = text
Entry: type = C; first = with; second = Excel; third = spreadsheets
Entry: type = C; first = exploration; second = ; third = 
Entry: type = N; first = hist(...); second = ...; third = function
Entry: type = N; first = hold; second = off; third = ...
Entry: type = N; first = hold; second = on; third = ...
Entry: type = N; first = homogeneous; second = collections; third = 
Entry: type = H; first = I; second = ; third = 
Entry: type = N; first = ifft(...); second = ...; third = 
Entry: type = N; first = image(...); second = ...; third = 
Entry: type = N; first = images; second = ; third = 
Entry: type = C; first = color; second = mapped; third = 
Entry: type = C; first = color; second = masking; third = with
Entry: type = C; first = displaying; second = ; third = 
Entry: type = C; first = format; second = of; third = 
Entry: type = C; first = gray; second = scale; third = 
Entry: type = C; first = kaleidoscope; second = ; third = 
Entry: type = C; first = nature; second = of; third = 
Entry: type = C; first = operation; second = on; third = 
Entry: type = C; first = reading; second = ; third = 
Entry: type = C; first = resolution; second = of; third = 
Entry: type = C; first = stretching/shrinking; second = ; third = 
Entry: type = C; first = on; second = surface; third = 
Entry: type = C; first = true; second = color; third = 
Entry: type = C; first = types; second = ; third = 
Entry: type = C; first = writing; second = ; third = 
Entry: type = N; first = Input/Output; second = I/O; third = 
Entry: type = C; first = high-level(...); second = see; third = also
Entry: type = C; first = lower-level(...); second = see; third = also
Entry: type = C; first = and; second = MATLAB; third = workspace
Entry: type = N; first = inserting; second = data,; third = in
Entry: type = N; first = insertion; second = sort; third = 
Entry: type = N; first = integration; second = ; third = 
Entry: type = N; first = interp1(...); second = ...; third = function
Entry: type = N; first = interp2(...); second = ...; third = function
Entry: type = N; first = interp3(...); second = ...; third = function
Entry: type = N; first = interpolation; second = ; third = 
Entry: type = C; first = cubic; second = spline; third = 
Entry: type = C; first = extrapolation; second = ; third = 
Entry: type = C; first = linear; second = ; third = 
Entry: type = N; first = interpreted; second = code; third = 
Entry: type = N; first = int2str(...); second = ...; third = function
Entry: type = N; first = inv(...); second = ...; third = function
Entry: type = N; first = isa(...); second = ...; third = function
Entry: type = N; first = is_before(...); second = ...; third = function
Entry: type = N; first = iscell(...); second = ...; third = function
Entry: type = N; first = ischar(...); second = ...; third = function
Entry: type = N; first = isempty(...); second = ...; third = function
Entry: type = N; first = isfield(...); second = ...; third = function
Entry: type = N; first = islogical(...); second = ...; third = function
Entry: type = N; first = isnumeric(...); second = ...; third = function
Entry: type = N; first = isPal(...); second = ...; third = function
Entry: type = N; first = isspace(...); second = ...; third = function
Entry: type = N; first = isstruct(...); second = ...; third = function
Entry: type = N; first = iteration; second = ; third = 
Entry: type = H; first = J; second = ; third = 
Entry: type = N; first = Joint; second = Photographic; third = Experts
Entry: type = H; first = K; second = ; third = 
Entry: type = N; first = kaleidoscope; second = ; third = 
Entry: type = H; first = L; second = ; third = 
Entry: type = N; first = length(...); second = ...; third = 
Entry: type = N; first = less; second = than; third = <
Entry: type = N; first = less; second = than; third = or
Entry: type = C; first = with; second = arrays; third = 
Entry: type = C; first = with; second = vectors; third = 
Entry: type = N; first = lightangle(...); second = ...; third = 
Entry: type = N; first = linear; second = arrays; third = 
Entry: type = N; first = linear; second = equations; third = simultaneous
Entry: type = N; first = linear; second = interpolation; third = 
Entry: type = N; first = linear; second = matrices; third = 
Entry: type = N; first = linear; second = regression; third = 
